label,message,cleaned,tokens
ham,"Mostly sports type..lyk footbl,crckt..",most sports typelyk footblcrckt,"['most', 'sports', 'typelyk', 'footblcrckt']"
ham,Ma head dey swell oh. Thanks for making my day,head dey swell oh thanks mak day,"['head', 'dey', 'swell', 'oh', 'thanks', 'mak', 'day']"
ham,U should make a fb list,make fb list,"['make', 'fb', 'list']"
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurry plane bt didnt move saidif made studentsthis wont even start datz confidence,"['height', 'confidence', 'aeronautics', 'professors', 'wer', 'calld', 'amp', 'wer', 'askd', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'ws', 'made', 'students', 'dey', 'hurry', 'plane', 'bt', 'didnt', 'move', 'saidif', 'made', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']"
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,sary need tim bollox hurt lot tol,"['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']"
ham,Happy New Year Princess!,happy new year princess,"['happy', 'new', 'year', 'princess']"
ham,"I'll text carlos and let you know, hang on",ill text carlos let know hang,"['ill', 'text', 'carlos', 'let', 'know', 'hang']"
ham,"Don't worry, * is easy once have ingredients!",dont worry easy ingredients,"['dont', 'worry', 'easy', 'ingredients']"
ham,I love u 2 my little pocy bell I am sorry but I love u,love little pocy bell sorry love,"['love', 'little', 'pocy', 'bell', 'sorry', 'love']"
ham,"Ok omw now, you at castor?",ok omw castor,"['ok', 'omw', 'castor']"
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,yar lor keep rain non stop wan go elsewhere,"['yar', 'lor', 'keep', 'rain', 'non', 'stop', 'wan', 'go', 'elsewhere']"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'mins', 'txt', 'orange', 'call', 'mobileupd', 'calloptoutqf']"
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,mean almost done done wif sleep tot going take nap yup send liao im pick ard smth lor,"['mean', 'almost', 'done', 'done', 'wif', 'sleep', 'tot', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'pick', 'ard', 'smth', 'lor']"
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur love friendship good morn dear,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sms', 'st', 'ur', 'love', 'friendship', 'good', 'morn', 'dear']"
ham,"Tonight? Yeah, I'd be down for that",tonight yeah id,"['tonight', 'yeah', 'id']"
ham,What should i eat fo lunch senor,eat fo lunch senor,"['eat', 'fo', 'lunch', 'senor']"
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",said right giggle saw would possib first persondie nvq think much could,"['said', 'right', 'giggle', 'saw', 'would', 'possib', 'first', 'persondie', 'nvq', 'think', 'much', 'could']"
ham,No break time one... How... I come out n get my stuff fr ü?,break time one come get stuff fr,"['break', 'time', 'one', 'come', 'get', 'stuff', 'fr']"
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,rep win week professional sport tiger woods play send stop end service,"['rep', 'win', 'week', 'professional', 'sport', 'tiger', 'woods', 'play', 'send', 'stop', 'end', 'service']"
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",im see cant see maybe reboot ym seen buzz,"['im', 'see', 'cant', 'see', 'maybe', 'reboot', 'ym', 'seen', 'buzz']"
ham,Do you still have the grinder?,still grinder,"['still', 'grinder']"
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends ptone rep hl info,"['polyphonic', 'tone', 'ur', 'mob', 'every', 'week', 'txt', 'pt', 'st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friends', 'ptone', 'rep', 'hl', 'info']"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isnt decision feel could decide love life would much simpler less magical,"['love', 'isnt', 'decision', 'feel', 'could', 'decide', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magical']"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",hot live fantasy call per min ntt ltd po box croydon cr wb national rate call,"['hot', 'live', 'fantasy', 'call', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'national', 'rate', 'call']"
ham,K.i did't see you.:)k:)where are you now?,ki didt see youkwhere,"['ki', 'didt', 'see', 'youkwhere']"
ham,So i'm doing a list of buyers.,im list buyer,"['im', 'list', 'buyer']"
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",idea guess well work hour suppos leave since usual nobody any interest figur shit last second,"['idea', 'guess', 'well', 'work', 'hour', 'suppos', 'leave', 'since', 'usual', 'nobody', 'any', 'interest', 'figur', 'shit', 'last', 'second']"
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,mm entire sure understood text hey ho weekend,"['mm', 'entire', 'sure', 'understood', 'text', 'hey', 'ho', 'weekend']"
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,releas vday shirts put make bottom half nak instead white underwear,"['releas', 'vday', 'shirts', 'put', 'make', 'bottom', 'half', 'nak', 'instead', 'white', 'underwear']"
ham,Don know..he is watching film in computer..,knowhe watch film computer,"['knowhe', 'watch', 'film', 'computer']"
ham,No b4 Thursday,thursday,['thursday']
ham,"Oh, then your phone phoned me but it disconnected",oh phone phon disconnect,"['oh', 'phone', 'phon', 'disconnect']"
ham,Id onluy matters when getting on from offcampus,id onluy matter gett offcampus,"['id', 'onluy', 'matter', 'gett', 'offcampus']"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,message free welcome new improv sex dogg club unsubscribe service rep stop msgsp,"['message', 'free', 'welcome', 'new', 'improv', 'sex', 'dogg', 'club', 'unsubscribe', 'service', 'rep', 'stop', 'msgsp']"
ham,"Excellent, I'll see what riley's plans are",excellent ill see rileys plans,"['excellent', 'ill', 'see', 'rileys', 'plans']"
ham,I will see in half an hour,see half hour,"['see', 'half', 'hour']"
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",youve tkts euro cup final cash collect call pobox ppm,"['youve', 'tkts', 'euro', 'cup', 'final', 'cash', 'collect', 'call', 'pobox', 'ppm']"
ham,Ew are you one of them?,ew one,"['ew', 'one']"
ham,Also hi wesley how've you been,also hi wesley howve,"['also', 'hi', 'wesley', 'howve']"
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ah see lingo let know wot earth finish mak,"['ah', 'see', 'lingo', 'let', 'know', 'wot', 'earth', 'finish', 'mak']"
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan any purpose homeowner tenants welcome previous refus still help call free text back help,"['loan', 'any', 'purpose', 'homeowner', 'tenants', 'welcome', 'previous', 'refus', 'still', 'help', 'call', 'free', 'text', 'back', 'help']"
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,updatenow mths half price orange line rental minscall mobileupd calloptoutjq,"['updatenow', 'mths', 'half', 'price', 'orange', 'line', 'rental', 'minscall', 'mobileupd', 'calloptoutjq']"
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),imagine life without see fast search medont worry lm always disturb goodnoon,"['imagine', 'life', 'without', 'see', 'fast', 'search', 'medont', 'worry', 'lm', 'always', 'disturb', 'goodnoon']"
ham,"Hm good morning, headache anyone? :-)",hm good morn headache anyone,"['hm', 'good', 'morn', 'headache', 'anyone']"
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,yeah probs last night obvious catch speak soon,"['yeah', 'probs', 'last', 'night', 'obvious', 'catch', 'speak', 'soon']"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,free unlimit hardcore porn direct mobile txt porn get free access hrs chrgdp per day txt stop exit msg free,"['free', 'unlimit', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'get', 'free', 'access', 'hrs', 'chrgdp', 'per', 'day', 'txt', 'stop', 'exit', 'msg', 'free']"
ham,I might go 2 sch. Yar at e salon now v boring.,might go sch yar salon bor,"['might', 'go', 'sch', 'yar', 'salon', 'bor']"
ham, &lt;#&gt;  mins but i had to stop somewhere first.,ltgt mins stop somewhere first,"['ltgt', 'mins', 'stop', 'somewhere', 'first']"
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ltgt fast approach wish happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas ltgt good morn afternoons even nights rememberi first wish theseyours raj,"['ltgt', 'fast', 'approach', 'wish', 'happy', 'new', 'year', 'happy', 'sankranti', 'happy', 'republic', 'day', 'happy', 'valentine', 'day', 'happy', 'shivratri', 'happy', 'ugadi', 'happy', 'fools', 'day', 'happy', 'may', 'day', 'happy', 'independence', 'day', 'happy', 'friendshipmotherfatherteacherschildrens', 'day', 'amp', 'happy', 'birthday', 'happy', 'ganesh', 'festival', 'happy', 'dasara', 'happy', 'diwali', 'happy', 'christmas', 'ltgt', 'good', 'morn', 'afternoons', 'even', 'nights', 'rememberi', 'first', 'wish', 'theseyours', 'raj']"
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,one joys lifeis wak daywith thoughts somewheresomeone care enough tosend warm morn greet,"['one', 'joys', 'lifeis', 'wak', 'daywith', 'thoughts', 'somewheresomeone', 'care', 'enough', 'tosend', 'warm', 'morn', 'greet']"
ham,I didn't get the second half of that message,didnt get second half message,"['didnt', 'get', 'second', 'half', 'message']"
ham,Wat time do u wan 2 meet me later?,wat time wan meet later,"['wat', 'time', 'wan', 'meet', 'later']"
ham,I thank you so much for all you do with selflessness. I love you plenty.,thank much selfless love plenty,"['thank', 'much', 'selfless', 'love', 'plenty']"
ham,Am in film ill call you later.,film ill call later,"['film', 'ill', 'call', 'later']"
ham,How dare you change my ring,dare change ring,"['dare', 'change', 'ring']"
ham,You are a very very very very bad girl. Or lady.,bad girl lady,"['bad', 'girl', 'lady']"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better babe gary would freak knew,"['love', 'ya', 'try', 'budget', 'money', 'better', 'babe', 'gary', 'would', 'freak', 'knew']"
ham,"What part of ""don't initiate"" don't you understand",part dont initiate dont understand,"['part', 'dont', 'initiate', 'dont', 'understand']"
ham,I finished my lunch already. U wake up already?,finish lunch already wake already,"['finish', 'lunch', 'already', 'wake', 'already']"
ham,You still at the game?,still game,"['still', 'game']"
ham,You have got tallent but you are wasting.,got tallent wast,"['got', 'tallent', 'wast']"
ham,What is your record for one night? :),record one night,"['record', 'one', 'night']"
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",also sir sent email log usc pay portal ill send another message explain things back home great weekend,"['also', 'sir', 'sent', 'email', 'log', 'usc', 'pay', 'portal', 'ill', 'send', 'another', 'message', 'explain', 'things', 'back', 'home', 'great', 'weekend']"
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,gonna let know cos come bak holiday day com dontgettext number,"['gonna', 'let', 'know', 'cos', 'come', 'bak', 'holiday', 'day', 'com', 'dontgettext', 'number']"
ham,Jokin only lar... :-) depends on which phone my father can get lor...,jokin lar depends phone father get lor,"['jokin', 'lar', 'depends', 'phone', 'father', 'get', 'lor']"
ham,"Aight, lemme know what's up",aight lemme know whats,"['aight', 'lemme', 'know', 'whats']"
ham,Get ready for  &lt;#&gt;  inches of pleasure...,get ready ltgt inche pleasure,"['get', 'ready', 'ltgt', 'inche', 'pleasure']"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,rajipls favour pls convey birthday wishe nimya pls today birthday,"['rajipls', 'favour', 'pls', 'convey', 'birthday', 'wishe', 'nimya', 'pls', 'today', 'birthday']"
ham,;-) ok. I feel like john lennon.,ok feel like john lennon,"['ok', 'feel', 'like', 'john', 'lennon']"
ham,Cos darren say ü considering mah so i ask ü...,cos darren say consider mah ask,"['cos', 'darren', 'say', 'consider', 'mah', 'ask']"
ham,You are not bothering me but you have to trust my answers. Pls.,bother trust answer pls,"['bother', 'trust', 'answer', 'pls']"
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",wish fami merry mas happy new year advance,"['wish', 'fami', 'merry', 'mas', 'happy', 'new', 'year', 'advance']"
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day crab runn sea shorethe wave came clear footprints crab crab ask frnd clear beautiful footprints wave reply fox follow ur footprints catch thats clear frndsship never lets dwn gud nyt,"['one', 'day', 'crab', 'runn', 'sea', 'shorethe', 'wave', 'came', 'clear', 'footprints', 'crab', 'crab', 'ask', 'frnd', 'clear', 'beautiful', 'footprints', 'wave', 'reply', 'fox', 'follow', 'ur', 'footprints', 'catch', 'thats', 'clear', 'frndsship', 'never', 'lets', 'dwn', 'gud', 'nyt']"
ham,Aight what time you want me to come up?,aight time want come,"['aight', 'time', 'want', 'come']"
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,slaaaaave must summon time dont wish come anymore,"['slaaaaave', 'must', 'summon', 'time', 'dont', 'wish', 'come', 'anymore']"
ham,Your bill at 3 is £33.65 so thats not bad!,bill thats bad,"['bill', 'thats', 'bad']"
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,let know change next hrs even appendix age range however impossible chill let know hrs,"['let', 'know', 'change', 'next', 'hrs', 'even', 'appendix', 'age', 'range', 'however', 'impossible', 'chill', 'let', 'know', 'hrs']"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",hello yeah ive got bath need hair ill come im done yeah,"['hello', 'yeah', 'ive', 'got', 'bath', 'need', 'hair', 'ill', 'come', 'im', 'done', 'yeah']"
ham,So how's the weather over there?,hows weather,"['hows', 'weather']"
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",ok much though hm friday cant wait dunno wot hell im gonna another weeks become slob oh wait already done,"['ok', 'much', 'though', 'hm', 'friday', 'cant', 'wait', 'dunno', 'wot', 'hell', 'im', 'gonna', 'another', 'weeks', 'become', 'slob', 'oh', 'wait', 'already', 'done']"
ham,Die... Now i have e toot fringe again...,die toot fringe,"['die', 'toot', 'fringe']"
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,lol dont know awesome phone could click delete right want,"['lol', 'dont', 'know', 'awesome', 'phone', 'could', 'click', 'delete', 'right', 'want']"
ham,Ok,ok,['ok']
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",awesome ques cute answer someone ask boy ur life smil amp answer fine gudnite,"['awesome', 'ques', 'cute', 'answer', 'someone', 'ask', 'boy', 'ur', 'life', 'smil', 'amp', 'answer', 'fine', 'gudnite']"
ham,Please leave this topic..sorry for telling that..,please leave topicsorry tell,"['please', 'leave', 'topicsorry', 'tell']"
ham,Pls send me the correct name da.,pls send correct name da,"['pls', 'send', 'correct', 'name', 'da']"
ham,What happened to our yo date?,happen yo date,"['happen', 'yo', 'date']"
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,eastender tv quiz flower dot compare violet tulip lily txt chance win cash wkentp,"['eastender', 'tv', 'quiz', 'flower', 'dot', 'compare', 'violet', 'tulip', 'lily', 'txt', 'chance', 'win', 'cash', 'wkentp']"
ham,Webpage s not available!,webpage available,"['webpage', 'available']"
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,woke yeesh late didnt fall asleep til ltgt,"['woke', 'yeesh', 'late', 'didnt', 'fall', 'asleep', 'til', 'ltgt']"
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,unsubscrib service get tons sexy babe hunks straight phone go httpgotbabescouk subscript,"['unsubscrib', 'service', 'get', 'tons', 'sexy', 'babe', 'hunks', 'straight', 'phone', 'go', 'httpgotbabescouk', 'subscript']"
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",dear know ltgt th ltgt th birthday lov gopalettan plann give small gift day like participate welcome please contact admin team details,"['dear', 'know', 'ltgt', 'th', 'ltgt', 'th', 'birthday', 'lov', 'gopalettan', 'plann', 'give', 'small', 'gift', 'day', 'like', 'participate', 'welcome', 'please', 'contact', 'admin', 'team', 'details']"
ham,K..k...from tomorrow onwards started ah?,kkfrom tomorrow onwards start ah,"['kkfrom', 'tomorrow', 'onwards', 'start', 'ah']"
ham,What u talking bout early morning? It's almost noon where your at!,talk bout ear morn almost noon,"['talk', 'bout', 'ear', 'morn', 'almost', 'noon']"
ham,Fine. Do you remember me.,fine remember,"['fine', 'remember']"
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",hi babe jordan im home abroad lone text back wanna chat xxsp visionsmscom text stop stopcost,"['hi', 'babe', 'jordan', 'im', 'home', 'abroad', 'lone', 'text', 'back', 'wanna', 'chat', 'xxsp', 'visionsmscom', 'text', 'stop', 'stopcost']"
ham,Ok. How many should i buy.,ok many buy,"['ok', 'many', 'buy']"
ham,"Sounds good, keep me posted",sounds good keep post,"['sounds', 'good', 'keep', 'post']"
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,get brand new mobile phone agent mob plus loads goody info text mat,"['get', 'brand', 'new', 'mobile', 'phone', 'agent', 'mob', 'plus', 'loads', 'goody', 'info', 'text', 'mat']"
ham,Ok. So april. Cant wait,ok april cant wait,"['ok', 'april', 'cant', 'wait']"
ham,Boy you best get yo ass out here quick,boy best get yo ass quick,"['boy', 'best', 'get', 'yo', 'ass', 'quick']"
ham,Ay wana meet on sat?ü wkg on sat?,ay wana meet sat wkg sat,"['ay', 'wana', 'meet', 'sat', 'wkg', 'sat']"
ham,I'm now but have to wait till 2 for the bus to pick me.,im wait till bus pick,"['im', 'wait', 'till', 'bus', 'pick']"
ham,Apart from the one i told you about yesterday?,apart one told yesterday,"['apart', 'one', 'told', 'yesterday']"
ham,Ok lor... But buy wat?,ok lor buy wat,"['ok', 'lor', 'buy', 'wat']"
ham,Somebody should go to andros and steal ice,somebody go andros steal ice,"['somebody', 'go', 'andros', 'steal', 'ice']"
ham,Don know. I did't msg him recently.,know didt msg recent,"['know', 'didt', 'msg', 'recent']"
ham,Take us out shopping and Mark will distract Isaiah.=D,take us shopp mark distract isaiahd,"['take', 'us', 'shopp', 'mark', 'distract', 'isaiahd']"
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",mum hope great day hop text meets well full life great day abiola,"['mum', 'hope', 'great', 'day', 'hop', 'text', 'meets', 'well', 'full', 'life', 'great', 'day', 'abiola']"
ham,There is no sense in my foot and penis.,sense foot penis,"['sense', 'foot', 'penis']"
ham,Okay but i thought you were the expert,okay thought expert,"['okay', 'thought', 'expert']"
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,deep sigh miss real surprise havent gone net cafe yet get dont miss,"['deep', 'sigh', 'miss', 'real', 'surprise', 'havent', 'gone', 'net', 'cafe', 'yet', 'get', 'dont', 'miss']"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,ssi thinl role like sachinjust stand other hit,"['ssi', 'thinl', 'role', 'like', 'sachinjust', 'stand', 'other', 'hit']"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,great trip india bring light everyone project everyone lucky see smile bye abiola,"['great', 'trip', 'india', 'bring', 'light', 'everyone', 'project', 'everyone', 'lucky', 'see', 'smile', 'bye', 'abiola']"
ham,"And very importantly, all we discuss is between u and i only.",important discuss,"['important', 'discuss']"
ham,K..k:)how about your training process?,kkhow train process,"['kkhow', 'train', 'process']"
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ok lor ned go toa payoh return smth wan send wat,"['ok', 'lor', 'ned', 'go', 'toa', 'payoh', 'return', 'smth', 'wan', 'send', 'wat']"
ham,In da car park ,da car park,"['da', 'car', 'park']"
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,wish hold tight mak see important much mean much need life,"['wish', 'hold', 'tight', 'mak', 'see', 'important', 'much', 'mean', 'much', 'need', 'life']"
ham,So i asked how's anthony. Dad. And your bf,ask hows anthony dad bf,"['ask', 'hows', 'anthony', 'dad', 'bf']"
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,"['wnevr', 'wana', 'fal', 'luv', 'vth', 'books', 'bed', 'fals', 'luv', 'vth', 'yen', 'madodu', 'nav', 'pretsorginta', 'nammanna', 'pretsovru', 'important', 'alwa', 'gud', 'eveb']"
ham,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work,"['todaysundaysunday', 'holidayso', 'work']"
ham,Am going to take bath ill place the key in window:-),going take bath ill place key window,"['going', 'take', 'bath', 'ill', 'place', 'key', 'window']"
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,lord ringsreturn king store nowrep lotr june chance win lotr soundtrack cds stdtxtrate rep stop end txts,"['lord', 'ringsreturn', 'king', 'store', 'nowrep', 'lotr', 'june', 'chance', 'win', 'lotr', 'soundtrack', 'cds', 'stdtxtrate', 'rep', 'stop', 'end', 'txts']"
ham,"Dear, take care. I am just reaching home.love u a lot.",dear take care reach homelove lot,"['dear', 'take', 'care', 'reach', 'homelove', 'lot']"
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,staffsciencenusedusgphyhcmkteachingpc,['staffsciencenusedusgphyhcmkteachingpc']
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigrat someth ok maybe bit hopeful,"['emigrat', 'someth', 'ok', 'maybe', 'bit', 'hopeful']"
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,olol print forum post guy exact prob fix gpu replace hopeful dont ignore,"['olol', 'print', 'forum', 'post', 'guy', 'exact', 'prob', 'fix', 'gpu', 'replace', 'hopeful', 'dont', 'ignore']"
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,walk moms right stagwood pass right winterstone left victors hill address ltgt,"['walk', 'moms', 'right', 'stagwood', 'pass', 'right', 'winterstone', 'left', 'victors', 'hill', 'address', 'ltgt']"
ham,"Yo, you at jp and hungry like a mofo?",yo jp hungry like mofo,"['yo', 'jp', 'hungry', 'like', 'mofo']"
ham,This is all just creepy and crazy to me.,creepy crazy,"['creepy', 'crazy']"
ham,Ok... I din get ur msg...,ok din get ur msg,"['ok', 'din', 'get', 'ur', 'msg']"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,tessypls favor pls convey birthday wishe nimyapls dnt forget today birthday shijas,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wishe', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
ham,Pathaya enketa maraikara pa',pathaya enketa maraikara pa,"['pathaya', 'enketa', 'maraikara', 'pa']"
ham,Even if he my friend he is a priest call him now,even friend priest call,"['even', 'friend', 'priest', 'call']"
ham,"U so lousy, run already come back then half dead... Hee...",lousy run already come back half dead hee,"['lousy', 'run', 'already', 'come', 'back', 'half', 'dead', 'hee']"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,thats said bad dat gals know wat,"['thats', 'said', 'bad', 'dat', 'gals', 'know', 'wat']"
ham,Or remind me in a few hrs.,remind hrs,"['remind', 'hrs']"
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",hop would send message rent due dont enough reserve complete gone loan need hop could balance ltgt way could get till mid march hope pay back,"['hop', 'would', 'send', 'message', 'rent', 'due', 'dont', 'enough', 'reserve', 'complete', 'gone', 'loan', 'need', 'hop', 'could', 'balance', 'ltgt', 'way', 'could', 'get', 'till', 'mid', 'march', 'hope', 'pay', 'back']"
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,hi happy new year dont mean intrude pls let know much tui paid last semester much semester thanks,"['hi', 'happy', 'new', 'year', 'dont', 'mean', 'intrude', 'pls', 'let', 'know', 'much', 'tui', 'paid', 'last', 'semester', 'much', 'semester', 'thanks']"
